Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
STLR,Stellar Acquisition III Inc.,9.88,$89.02M,2016,Finance,Business Services
STLRU,Stellar Acquisition III Inc.,10.01,n/a,2016,Finance,Business Services
STLRW,Stellar Acquisition III Inc.,0.18,n/a,2016,Finance,Business Services
SBOT,"Stellar Biotechnologies, Inc.",2.01,$20.37M,n/a,Health Care,Major Pharmaceuticals
STEM,"StemCells, Inc.",1.11,$18.05M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STML,"Stemline Therapeutics, Inc.",12,$229.9M,2013,Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",75.27,$6.4B,1996,Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",63.71,n/a,n/a,Basic Industries,Environmental Services
STRL,Sterling Construction Company Inc,7.94,$198.52M,n/a,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",38,$2.3B,1993,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,8.15,$49.86M,n/a,Finance,Major Banks
SYBT,"Stock Yards Bancorp, Inc.",41.95,$947.06M,n/a,Finance,Major Banks
BANX,StoneCastle Financial Corp,18.55,$121.02M,n/a,n/a,n/a
SGBK,Stonegate Bank,39.06,$494.03M,n/a,n/a,n/a
SSKN,"Strata Skin Sciences, Inc.",0.4665,$5.02M,n/a,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",18.66,$981.52M,1994,Technology,Computer peripheral equipment
STRT,Strattec Security Corporation,37.4,$134.19M,n/a,Capital Goods,Auto Parts:O.E.M.
STRS,"Stratus Properties, Inc.",29.85,$241.73M,n/a,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",70.38,$780.79M,1996,Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",1.73,$34M,n/a,Technology,EDP Services
SBBP,Strongbridge Biopharma plc,4.05,$85.88M,2015,Health Care,Major Pharmaceuticals
STB,Student Transportation Inc,5.64,$518.82M,n/a,Transportation,Other Transportation
SCMP,"Sucampo Pharmaceuticals, Inc.",15.375,$704.74M,2007,Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",2.03,$37.55M,n/a,Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",24.31,$260.22M,n/a,Finance,Major Banks
SSBI,Summit State Bank,13.7,$65.53M,2006,n/a,n/a
SMMT,Summit Therapeutics plc,10.5,$129.12M,2015,Health Care,Major Pharmaceuticals
SNBC,"Sun Bancorp, Inc.",24.1,$455.42M,n/a,Finance,Commercial Banks
SNHY,Sun Hydraulics Corporation,39.55,$1.07B,1997,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,11.81,$149.79M,n/a,Energy,Oil & Gas Production
SEMI,SunEdison Semiconductor Limited,11.95,$507M,2014,Technology,Semiconductors
SNSS,"Sunesis Pharmaceuticals, Inc.",4.11,$85.81M,2005,Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",7.35,$629.44M,n/a,Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,n/a,n/a,2005,Technology,Semiconductors
RUN,Sunrun Inc.,4.8,$498.32M,2015,Capital Goods,Industrial Specialties
SBCP,"Sunshine Bancorp, Inc.",15.5999,$124.72M,2014,Finance,Savings Institutions
SSH,Sunshine Heart Inc,0.175,$3.66M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SUNW,"Sunworks, Inc.",2.39,$49.84M,n/a,Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",25.75,$1.24B,2007,Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",2.8136,$43.59M,n/a,Technology,Semiconductors
SCON,Superconductor Technologies Inc.,3.3,$10.81M,1993,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Uniform Group, Inc.",18.95,$273.57M,n/a,Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",24.7,$1.22B,2012,Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",0.74,$41.09M,2000,Technology,EDP Services
SGRY,"Surgery Partners, Inc.",17.4,$843.79M,2015,Health Care,Hospital/Nursing Management
SCAI,"Surgical Care Affiliates, Inc.",44.07,$1.78B,2013,Health Care,Medical Specialities
SRDX,"Surmodics, Inc.",25.7,$335.27M,1998,Health Care,Medical/Dental Instruments
SBBX,Sussex Bancorp,17.45,$82.74M,n/a,Finance,Major Banks
SIVB,SVB Financial Group,149.8,$7.8B,n/a,Finance,Major Banks
SIVBO,SVB Financial Group,25.9154,n/a,n/a,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",27.8,$1.19B,1996,Technology,EDP Services
SYMC,Symantec Corporation,23.83,$14.86B,1989,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",3,$91.67M,2012,Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,9.65,$83.61M,n/a,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,54.37,$1.9B,2002,Technology,EDP Services
SNCR,"Synchronoss Technologies, Inc.",48.18,$2.18B,2006,Technology,EDP Services
SNDX,"Syndax Pharmaceuticals, Inc.",9.89,$179.93M,2016,Health Care,Major Pharmaceuticals
SGYP,"Synergy Pharmaceuticals, Inc.",5.45,$980.75M,n/a,Health Care,Major Pharmaceuticals
SGYPU,"Synergy Pharmaceuticals, Inc.",12,$21.82M,n/a,Health Care,Major Pharmaceuticals
SGYPW,"Synergy Pharmaceuticals, Inc.",0.28,n/a,n/a,Health Care,Major Pharmaceuticals
ELOS,Syneron Medical Ltd.,7.9,$278.67M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNPS,"Synopsys, Inc.",61.49,$9.31B,1992,Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",19.53,$1.64B,1997,Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",0.9605,$83.61M,n/a,Basic Industries,Major Chemicals
SYUT,"Synutra International, Inc.",4.5,$255.11M,n/a,Consumer Non-Durables,Packaged Foods
SYPR,"Sypris Solutions, Inc.",1.02,$21.73M,n/a,Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",12.82,$299.74M,2016,Health Care,Major Pharmaceuticals
SYRX,Sysorex Global,0.18,$4.86M,2014,Technology,EDP Services
TROW,"T. Rowe Price Group, Inc.",73.18,$17.81B,1986,Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",6.61,$201.15M,2014,Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",10.79,$173.73M,2016,Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",18.81,$316.27M,2016,Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,1.16,$6.42M,1995,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",48.63,$4.21B,1997,Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,26,$741.16M,2016,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",2.25,$68.95M,2007,Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",7.04,$65.24M,n/a,Consumer Non-Durables,Apparel
TNGO,"Tangoe, Inc.",8.15,$321.36M,2011,Technology,Computer Software: Prepackaged Software
TANH,Tantech Holdings Ltd.,2.26,$52.64M,2015,Basic Industries,Major Chemicals
TPIV,TapImmune Inc.,4.33,$36.28M,n/a,Health Care,Major Pharmaceuticals
TEDU,"Tarena International, Inc.",14.95,$835.11M,2014,Consumer Services,Other Consumer Services
TASR,"TASER International, Inc.",27.96,$1.46B,n/a,Capital Goods,Ordnance And Accessories
TATT,TAT Technologies Ltd.,7,$61.8M,n/a,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",14.1212,$48.44M,n/a,Capital Goods,Industrial Machinery/Components
TCPC,TCP Capital Corp.,16.54,$877.31M,2012,n/a,n/a
AMTD,TD Ameritrade Holding Corporation,39.21,$20.64B,1997,Finance,Investment Bankers/Brokers/Service
TEAR,TearLab Corporation,0.595,$31.66M,n/a,Health Care,Medical/Dental Instruments
TECD,Tech Data Corporation,83.84,$2.95B,1986,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,2.65,$4.88M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",8.35,$232.27M,2007,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,11.74,$353.92M,2012,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,4.58,$91.37M,2014,Capital Goods,Industrial Machinery/Components
TNAV,"Telenav, Inc.",5.85,$252.37M,2010,Capital Goods,Industrial Machinery/Components
TTEC,"TeleTech Holdings, Inc.",27,$1.25B,1996,Technology,Professional Services
TLGT,"Teligent, Inc.",7.49,$397.91M,n/a,Health Care,Major Pharmaceuticals
TENX,"Tenax Therapeutics, Inc.",1.44,$40.49M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
GLBL,"TerraForm Global, Inc.",3.75,$667.7M,2015,Public Utilities,Electric Utilities: Central
TERP,"TerraForm Power, Inc.",13.01,$1.83B,2014,Public Utilities,Electric Utilities: Central
TRTL,Terrapin 3 Acquisition Corporation,10.1,$154.09M,2014,Finance,Business Services
TRTLU,Terrapin 3 Acquisition Corporation,10.3656,$191.76M,2014,Finance,Business Services
TRTLW,Terrapin 3 Acquisition Corporation,0.6291,n/a,2014,Finance,Business Services
TVIA,"TerraVia Holdings, Inc.",1.45,$130.79M,2011,Basic Industries,Major Chemicals
TBNK,Territorial Bancorp Inc.,30.7,$299.76M,2009,Finance,Savings Institutions
TSRO,"TESARO, Inc.",134.65,$6.96B,2012,Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,7.1,$329.47M,n/a,Energy,Metal Fabrications
TSLA,"Tesla Motors, Inc.",188.66,$28.28B,2010,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,11.8,$98.32M,1994,Consumer Non-Durables,Electronic Components
TSRA,"Tessera Technologies, Inc.",40.25,$1.96B,2003,Technology,Semiconductors
TTEK,"Tetra Tech, Inc.",41.55,$2.37B,1991,Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",3.99,$147.25M,2013,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",71.8,$3.3B,2003,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",25.56,n/a,n/a,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",25.35,$152.1M,n/a,Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",42,n/a,n/a,Finance,Major Banks
TXN,Texas Instruments Incorporated,72.08,$72.04B,n/a,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",45.46,$3.21B,2004,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,18.66,$5.32B,n/a,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",5.8,$317.44M,n/a,Health Care,Major Pharmaceuticals
ABCO,The Advisory Board Company,35.7,$1.43B,2001,Consumer Services,Other Consumer Services
ANDE,"The Andersons, Inc.",38.5,$1.09B,n/a,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",7.05,$390M,n/a,Finance,Major Banks
BONT,"The Bon-Ton Stores, Inc.",1.6,$34.42M,1991,Consumer Services,Department/Specialty Retail Stores
CG,The Carlyle Group L.P.,15.9,$5.19B,2012,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,57.74,$2.74B,1992,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",12.65,$332.12M,2011,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,25,$116.44M,n/a,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,22.4,$1.7B,n/a,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",3.7,$59.64M,n/a,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",21.65,$1.1B,2007,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,10.57,$170.3M,2013,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",23.82,$966.19M,1992,Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",23.75,$128.92M,n/a,Finance,Major Banks
FLIC,The First of Long Island Corporation,38.35,$605.57M,n/a,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,30.57,$7.98B,n/a,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",14.6,$379.6M,2014,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",17.29,$493.69M,n/a,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",38.72,$4.01B,n/a,Consumer Non-Durables,Packaged Foods
FITS,The Health and Fitness ETF,25.16,$2.52M,n/a,n/a,n/a
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.26,$38.4M,n/a,n/a,n/a
INTG,The Intergroup Corporation,24.95,$59.42M,n/a,Consumer Services,Building operators
JYNT,The Joint Corp.,2.4999,$31.8M,2014,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,13,$532.53M,2010,Technology,EDP Services
KHC,The Kraft Heinz Company,82.84,$100.84B,n/a,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,22.52,$2.25M,n/a,n/a,n/a
MDCO,The Medicines Company,36.65,$2.59B,2000,Health Care,Major Pharmaceuticals
MIK,"The Michaels Companies, Inc.",24.43,$5.03B,2014,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,134.01,$7.71B,n/a,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",103.8,$1.51B,1986,Finance,Property-Casualty Insurers
SLIM,The Obesity ETF,21.9156,$2.19M,n/a,n/a,n/a
STKS,"The ONE Group Hospitality, Inc.",2.42,$60.62M,n/a,Consumer Services,Restaurants
ORG,The Organics ETF,24.3751,n/a,n/a,n/a,n/a
PCLN,The Priceline Group Inc. ,1512.9,$74.65B,1999,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,37.71,$534.16M,2003,Consumer Services,Transportation Services
BITE,The Restaurant ETF,27.07,n/a,n/a,n/a,n/a
RMR,The RMR Group Inc.,39,$1.21B,n/a,Consumer Services,Professional Services
SPNC,The Spectranetics Corporation,23.45,$1.01B,1992,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TTD,"The Trade Desk, Inc.",25.93,$1B,2016,Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",210.81,$6.11B,1998,Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,33.65,$432.11M,n/a,Public Utilities,Water Supply
NCTY,The9 Limited,1.45,$54.06M,2004,Miscellaneous,Business Services
TBPH,"Theravance Biopharma, Inc.",32.89,$1.71B,n/a,Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",0.86,$30.32M,n/a,Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",9.89,$328.05M,2010,n/a,n/a
THLD,"Threshold Pharmaceuticals, Inc.",0.426,$30.48M,2005,Health Care,Major Pharmaceuticals
TICC,TICC Capital Corp.,6.01,$309.39M,2003,n/a,n/a
TTS,"Tile Shop Hldgs, Inc.",19.2,$990.6M,n/a,Consumer Services,Home Furnishings
TIL,Till Capital Ltd.,4.06,$13.92M,n/a,Finance,Property-Casualty Insurers
TSBK,"Timberland Bancorp, Inc.",18.82,$131.53M,n/a,Finance,Banks
TIPT,Tiptree Financial Inc.,6.35,$273.07M,n/a,Finance,Specialty Insurers
TITN,Titan Machinery Inc.,11.92,$257.33M,2007,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",4.5,$95.39M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TIVO,TiVo Corporation,20.75,$2.48B,n/a,Miscellaneous,Multi-Sector Companies
TMUS,"T-Mobile US, Inc.",53.39,$43.99B,n/a,Public Utilities,Telecommunications Equipment
TMUSP,"T-Mobile US, Inc.",88.41,n/a,n/a,Public Utilities,Telecommunications Equipment
TKAI,"Tokai Pharmaceuticals, Inc.",1.13,$25.59M,2014,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,0.4091,$16.03M,n/a,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",1.6,$28.67M,1996,Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,4.35,$15.45M,n/a,Transportation,Marine Transportation
TORM          ,TOR Minerals International Inc,5.95,$21.07M,1988,Basic Industries,Major Chemicals
TRCH,"Torchlight Energy Resources, Inc.",1.13,$56.88M,n/a,Energy,Oil & Gas Production
TSEM,Tower Semiconductor Ltd.,18.16,$1.57B,1994,Technology,Semiconductors
TWER,Towerstream Corporation,0.66,$5.83M,n/a,Consumer Services,Telecommunications Equipment
CLUB,"Town Sports International Holdings, Inc.",2.25,$57.63M,2006,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,30.45,$1.57B,n/a,n/a,n/a
TPIC,"TPI Composites, Inc.",14.48,$488.51M,2016,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",6.8,$88.85M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,73.16,$9.6B,1994,Consumer Services,RETAIL: Building Materials
TWMC,Trans World Entertainment Corp.,3.55,$107.75M,n/a,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,6.6,$48.73M,1996,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",10.15,$71.16M,n/a,Capital Goods,Electrical Products
TBIO,"Transgenomic, Inc.",0.17,$4.21M,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TGA,Transglobe Energy Corp,1.76,$127.08M,n/a,Energy,Oil & Gas Production
TA,TravelCenters of America LLC,6.65,$258.37M,n/a,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America LLC,25.4092,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America LLC,25.03,n/a,n/a,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America LLC,25.09,n/a,n/a,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo Inc.,10.75,$148.62M,n/a,Technology,EDP Services
TRVN,"Trevena, Inc.",6.32,$330.76M,2014,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,30.58,$698.06M,n/a,Finance,Major Banks
TRIL,Trillium Therapeutics Inc.,8.75,$68.41M,n/a,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,21.2,$964.62M,2007,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,27.95,$7B,1990,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,6.74,$161.49M,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIP,"TripAdvisor, Inc.",50.97,$7.43B,n/a,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",18.9,$535.69M,2013,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",21.45,$388.34M,2014,Finance,Major Banks
TRNC,"tronc, Inc.",12.86,$468.47M,n/a,Consumer Services,Newspapers/Magazines
TROV,"TrovaGene, Inc.",3.25,$99.5M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVU,"TrovaGene, Inc.",12.74,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TROVW,"TrovaGene, Inc.",0.75,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",12.63,$1.08B,2014,Technology,"Computer Software: Programming, Data Processing"
THST,"Truett-Hurst, Inc.",1.8,$7.75M,2013,Consumer Non-Durables,Beverages (Production/Distribution)
TRUP,"Trupanion, Inc.",16.75,$490M,n/a,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,8.05,$770.43M,n/a,Finance,Major Banks
TRMK,Trustmark Corporation,32.88,$2.22B,n/a,Finance,Major Banks
TSRI,"TSR, Inc.",5.65,$11.09M,n/a,Technology,EDP Services
TTMI,"TTM Technologies, Inc.",13.19,$1.32B,2000,Technology,Electrical Products
TUBE,"TubeMogul, Inc.",14,$515.02M,2014,Technology,Computer Software: Prepackaged Software
TCX,Tucows Inc.,32.05,$334.87M,n/a,Technology,EDP Services
TUES,Tuesday Morning Corp.,5.2,$234.46M,1999,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,9.06,$866.65M,2014,Consumer Services,Transportation Services
HEAR,Turtle Beach Corporation,1.61,$79.26M,n/a,Consumer Durables,Telecommunications Equipment
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,22.42,$40.36M,n/a,n/a,n/a
TUTT,Tuttle Tactical Management U.S. Core ETF,21.61,$64.83M,n/a,n/a,n/a
FOX,"Twenty-First Century Fox, Inc.",27.81,$51.6B,n/a,Consumer Services,Television Services
FOXA,"Twenty-First Century Fox, Inc.",27.92,$34.09B,n/a,Consumer Services,Television Services
TWIN,"Twin Disc, Incorporated",13.23,$151.9M,n/a,Technology,Industrial Machinery/Components
TRCB,Two River Bancorp,12.58,$100.15M,n/a,Finance,Major Banks
USCR,"U S Concrete, Inc.",56.95,$893.91M,n/a,Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",2.94,$102.83M,2007,Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,1.36,$6.49M,n/a,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",1.58,$24.05M,n/a,Finance,Investment Managers
UREE,"U.S. Rare Earths, Inc.",0.04,n/a,n/a,n/a,n/a
UBNT,"Ubiquiti Networks, Inc.",56.03,$4.6B,2011,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",25.7,$185.76M,1993,Capital Goods,Containers/Packaging
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",251.13,$15.66B,2007,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",9.87,$324.94M,2004,Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,81.42,$3.33B,2014,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,4.6,$70.08M,1992,Miscellaneous,Industrial Machinery/Components
UTEK,"Ultratech, Inc.",23.14,$621.74M,1993,Technology,Industrial Machinery/Components
UMBF,UMB Financial Corporation,73.42,$3.64B,n/a,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,17.66,$3.89B,n/a,Finance,Savings Institutions
UNAM,Unico American Corporation,10.5,$55.72M,n/a,Finance,Property-Casualty Insurers
UNIS,Unilife Corporation,2.89,$50.24M,n/a,Health Care,Medical/Dental Instruments
UBSH,Union Bankshares Corporation,33.95,$1.48B,n/a,Finance,Major Banks
UNB,"Union Bankshares, Inc.",41.15,$183.51M,n/a,Finance,Major Banks
UNXL,"Uni-Pixel, Inc.",1.27,$57.21M,n/a,Capital Goods,Industrial Machinery/Components
